 SAMPLE,  P POTENTIAL,  P TAIL,  P DYNAMIC,  P
           1   4.0838525508163732      -0.68051303687884945        1.5954298045754600        4.9987693185129833     
           2   4.3020252993125982      -0.68487854832803952        1.6005389886973271        5.2176857396818859     
           3   4.1474096373802833      -0.68487854832803952        1.6005389886973271        5.0630700777495710     
           4   4.0934886854854522      -0.68487854832803952        1.6005389886973271        5.0091491258547398     
           5   4.1383353539096603      -0.68487854832803952        1.6005389886973271        5.0539957942789480     
           6   4.3808004871697621      -0.68487854832803952        1.6005389886973271        5.2964609275390497     
           7   4.9399064873973062      -0.69932339862574322        1.6173294917410226        5.8579125805125862     
           8   5.2243501334506144      -0.69932339862574322        1.6173294917410226        6.1423562265658944     
           9   5.0225351122250723      -0.69932339862574322        1.6173294917410226        5.9405412053403523     
          10   3.9948201618357020      -0.68398295809983001        1.5994921636813297        4.9103293674172015     
          11   4.0877788703262494      -0.68292796012179413        1.5982581327893093        5.0031090429937652     
          12   3.8724344681665457      -0.67658841971031314        1.5908226151004679        4.7866686635567000     
          13   3.0992746906559629      -0.66209915906283234        1.5736965556872813        4.0108720872804122     
          14   4.3833495787381400      -0.68115385186740440        1.5961808076468014        5.2983765345175371     
          15   4.3074024671232296      -0.68738039830157338        1.6034596949906823        5.2234817638123392     
          16   4.6871355790090954      -0.68738039830157338        1.6034596949906823        5.6032148756982050     
          17   4.6368366759019812      -0.68646412049915473        1.6023906330335604        5.5527631884363871     
          18   4.5233292056522592      -0.68253689245731064        1.5978004589091368        5.4385927721040854     
          19   4.1064128888836109      -0.67398712847263198        1.5877615383668664        5.0201872987778451     
          20   4.0441055140496269      -0.67398712847263198        1.5877615383668664        4.9578799239438611     
          21   3.9514241166440369      -0.68520154809766509        1.6009163642093578        4.8671389327557293     
          22   3.9489416451358683      -0.68520154809766509        1.6009163642093578        4.8646564612475611     
          23   4.6248215689408569      -0.69306114900577076        1.6100718361680353        5.5418322561031221     
          24   4.4076978998653713      -0.68685063440907734        1.6028416829093266        5.3236889483656205     
          25   4.5135990128589363      -0.68685063440907734        1.6028416829093266        5.4295900613591854     
          26   4.3860870044984956      -0.68685063440907734        1.6028416829093266        5.3020780529987448     
          27   4.9292736625895266      -0.69520419371087483        1.6125592016175150        5.8466286704961661     
          28   5.0961684784507462      -0.69520419371087483        1.6125592016175150        6.0135234863573857     
          29   4.9729353823637483      -0.69520419371087483        1.6125592016175150        5.8902903902703887     
          30   4.9944837548370780      -0.69520419371087483        1.6125592016175150        5.9118387627437183     
          31   4.8445164299241625      -0.69520419371087483        1.6125592016175150        5.7618714378308020     
          32   4.5282505603046861      -0.68652346575659873        1.6024598953785629        5.4441869899266502     
          33   4.7349095160588792      -0.68549462508323911        1.6012587025936575        5.6506735935692980     
          34   4.7571263053078958      -0.68726027194404760        1.6033195788415575        5.6731856122054056     
          35   4.4936332772027203      -0.68726027194404760        1.6033195788415575        5.4096925841002301     
          36   4.3830120461756161      -0.68255690369222810        1.5978238816181001        5.2982790241014879     
          37   4.1706330151922950      -0.68255690369222810        1.5978238816181001        5.0858999931181668     
          38   4.7594836107930627      -0.69630028944040112        1.6138299240383960        5.6770132453910573     
          39   4.4042750664369734      -0.68643481159722475        1.6023564252652183        5.3201966801049672     
