 SAMPLE,  P POTENTIAL,  P TAIL,  P DYNAMIC,  P
           1   6.6212024258019131      -0.82176985549213954        1.7532125842106407        7.5526451545204143     
           2   6.6229208652064484      -0.82176985549213954        1.7532125842106407        7.5543635939249487     
           3   6.3057314459189717      -0.82176985549213954        1.7532125842106407        7.2371741746374720     
           4   6.6629849048458754      -0.82503140475165904        1.7566883302617740        7.5946418303559904     
           5   6.9178369380344398      -0.82503140475165904        1.7566883302617740        7.8494938635445548     
           6   6.8496142517961625      -0.82503140475165904        1.7566883302617740        7.7812711773062775     
           7   6.9912515250863061      -0.83147648911940020        1.7635365415623498        7.9233115775292555     
           8   5.7986600998971731      -0.80952134406477361        1.7400976805713855        6.7292364364037853     
           9   6.2862056675654161      -0.80952134406477361        1.7400976805713855        7.2167820040720283     
          10   7.2237724379979102      -0.83166983840039332        1.7637415736387392        8.1558441732362557     
          11   7.0224790173487088      -0.83166983840039332        1.7637415736387392        7.9545507525870551     
          12   5.8459427982135352      -0.80723357706963705        1.7376371187476753        6.7763463398915738     
          13   6.2434029914784714      -0.80723357706963705        1.7376371187476753        7.1738065331565091     
          14   6.4298741431678499      -0.80253582999983519        1.7325735963401867        7.3599119095082015     
          15   6.7276992154486681      -0.80676571917926798        1.7371334943388901        7.6580669906082903     
          16   7.2552744518659793      -0.81263570312606981        1.7434416855203008        8.1860804342602105     
          17   6.3286982947672517      -0.80133803316920160        1.7312801674322755        7.2586404290303257     
          18   7.3368353565799813      -0.80756781911116959        1.7379968233527177        8.2672643608215299     
          19   6.5096148653482517      -0.78916333517123971        1.7180781946598687        7.4385297248368811     
          20   5.8846736451256048      -0.76658007300645981        1.6933168850929421        6.8114104572120873     
          21   5.9950966595325239      -0.77075573446881218        1.6979224805581017        6.9222634056218135     
          22   5.6091424095930407      -0.76679489065225226        1.6935541263672873        6.5359016453080754     
          23   5.4009321111831339      -0.76000817043338564        1.6860428457754240        6.3269667865251726     
          24   5.6355844307737719      -0.76186219012358014        1.6880981214000284        6.5618203620502200     
          25   5.6921944928257631      -0.76186219012358014        1.6880981214000284        6.6184304241022112     
          26   5.7655537439206652      -0.75496399237287148        1.6804383936643172        6.6910281452121119     
          27   5.6122737620769367      -0.75496399237287148        1.6804383936643172        6.5377481633683825     
          28   6.7530272260198796      -0.77868290066755652        1.7066316486435837        7.6809759739959071     
          29   5.6464713933692146      -0.76681964380294410        1.6935814612274283        6.5732332107936990     
          30   6.6631666515988233      -0.78191627846992950        1.7101712591602110        7.5914216322891050     
          31   6.4077881391863105      -0.78515282373784712        1.7137070154422867        7.3363423308907505     
          32   6.5099781275342421      -0.79232995091179392        1.7215217446014472        7.4391699212238951     
          33   7.0311391822747416      -0.79658531019719658        1.7261384348125599        7.9606923068901052     
          34   6.1993822886147703      -0.78345175519914645        1.7118495975903243        7.1277801310059488     
          35   6.5847568585560063      -0.78650512504644821        1.7151821749071572        7.5134339084167152     
          36   5.9979080193262719      -0.77103110691319843        1.6982257668577205        6.9251026792707941     
          37   6.2602430434263701      -0.77131892855655892        1.6985427064207645        7.1874668212905757     
          38   6.2390750147975931      -0.77131892855655892        1.6985427064207645        7.1662987926617987     
          39   7.2357967331546096      -0.79254787106030955        1.7217584695176475        8.1650073316119478     
          40   7.2658757960472080      -0.79254787106030955        1.7217584695176475        8.1950863945045462     
          41   7.1014458839540193      -0.79254787106030955        1.7217584695176475        8.0306564824113575     
          42   6.9612783345749421      -0.80021922336659335        1.7300711584348412        7.8911302696431900     
          43   6.7101061879905348      -0.80097380261297302        1.7308866650754653        7.6400190504530272     
          44   6.1599535324068500      -0.78865356275233722        1.7175231952556502        7.0888231649101634     
          45   6.2227713728319962      -0.78865356275233722        1.7175231952556502        7.1516410053353088     
          46   6.2324357392003620      -0.78865356275233722        1.7175231952556502        7.1613053717036745     
          47   6.6834094128341430      -0.78865356275233722        1.7175231952556502        7.6122790453374556     
          48   6.7555967386016222      -0.78865356275233722        1.7175231952556502        7.6844663711049357     
          49   7.0449130166963716      -0.78865356275233722        1.7175231952556502        7.9737826491996842     
          50   6.1852722024191182      -0.76995590136785319        1.6970412629121865        7.1123575639634513     
          51   7.1429335353984600      -0.78707683073959056        1.7158054393039246        8.0716621439627936     
          52   6.5265985394556658      -0.78227301269284066        1.7105613310028902        7.4548868577657155     
          53   6.7409567780499593      -0.78227301269284066        1.7105613310028902        7.6692450963600090     
          54   6.6133748542762891      -0.78227301269284066        1.7105613310028902        7.5416631725863388     
          55   6.9820017100471965      -0.80346216951491667        1.7335732330275135        7.9121127735597936     
          56   6.0023036416482265      -0.77993719820527918        1.7080056113571298        6.9303720548000776     
          57   6.4034528862944615      -0.78236912590226304        1.7106664109987078        7.3317501713909063     
          58   6.2962212365118493      -0.78236912590226304        1.7106664109987078        7.2245185216082941     
          59   6.7931254292618730      -0.79086224260892546        1.7199265360975760        7.7221897227505236     
          60   6.8743935121751392      -0.79086224260892546        1.7199265360975760        7.8034578056637898     
          61   6.6521462581496955      -0.78424884953595819        1.7127202055891688        7.5806176142029065     
          62   6.7219668458469259      -0.79000174614964047        1.7189905997174144        7.6509556994146992     
          63   6.9222919532061242      -0.79207745958296338        1.7212474245742424        7.8514619181974030     
          64   6.9903237568983805      -0.79207745958296338        1.7212474245742424        7.9194937218896593     
          65   6.5198385394202516      -0.77744260270858356        1.7052719325696237        7.4476678692812923     
          66   6.1716651511175469      -0.77117866233658439        1.6983882573410385        7.0988747461220010     
          67   7.0383853306816393      -0.78890960170459268        1.7178019723855267        7.9672777013625726     
          68   5.9319030519041487      -0.76212806901749075        1.6883926566291114        6.8581676395157691     
          69   5.8735972697858738      -0.76212806901749075        1.6883926566291114        6.7998618573974943     
          70   5.5034663836438851      -0.74813458670595001        1.6728205022576990        6.4281522991956344     
          71   5.6495812318470691      -0.74625648833559277        1.6707194794480424        6.5740442229595182     
          72   5.5287780759204050      -0.74301570960306007        1.6670878036278243        6.4528501699451688     
          73   5.6409871453326401      -0.74172645201529686        1.6656408364007411        6.5649015297180844     
          74   5.6991500939515589      -0.74151004254346253        1.6653978312140434        6.6230378826221390     
          75   5.8457808798978652      -0.74985593552014529        1.6747438548267637        6.7706687992044836     
          76   5.8170394482088605      -0.74985593552014529        1.6747438548267637        6.7419273675154789     
          77   6.8312822321988920      -0.77088285848990490        1.6980624975726912        7.7584618712816784     
          78   6.8695335405569828      -0.77088285848990490        1.6980624975726912        7.7967131796397684     
          79   6.5929195751836511      -0.76748672341648994        1.6943179499708243        7.5197508017379855     
          80   6.7513718219330716      -0.77713271329508005        1.7049320371307484        7.6791711457687404     
          81   6.3787431928781091      -0.76512779982439105        1.6917121443744119        7.3053275374281297     
          82   5.7330001994379227      -0.75579897581083699        1.6813674117971076        6.6585686354241931     
          83   5.8651580605538030      -0.75579897581083699        1.6813674117971076        6.7907264965400733     
          84   6.8789046991688352      -0.76745374687015488        1.6942815497616339        7.8057325020603141     
          85   6.1428950620089902      -0.75113679465759442        1.6761735932682955        7.0679318606196908     
          86   5.5481712027065280      -0.73922077410074172        1.6628250475338686        6.4717754761396549     
          87   6.5163098730407105      -0.76263021272895570        1.6889487811082224        7.4426284414199770     
          88   6.9707215646866665      -0.77126510111679647        1.6984834379411564        7.8979399015110268     
          89   6.8495253721278369      -0.76583860949984539        1.6924977688221639        7.7761845314501548     
