 SAMPLE,  P POTENTIAL,  P TAIL,  P DYNAMIC,  P
           1  -6.6413561324583535E-003  -7.7099016197651913E-003  0.16981806748575246       0.15546680973352892     
           2  -2.0187041603328959E-002  -7.5347146977781682E-003  0.16787765044121924       0.14015589414011212     
           3  -8.9902702550265935E-003  -7.5347146977781682E-003  0.16787765044121924       0.15135266548841447     
           4  -1.8265085185866226E-002  -7.5347146977781682E-003  0.16787765044121924       0.14207785055757485     
           5  -1.7665408450851044E-002  -8.6120872166196502E-003  0.17947901848156131       0.15320152281409061     
           6   1.1383251089270815E-002  -8.6120872166196502E-003  0.17947901848156131       0.18225018235421248     
           7   1.9721610071008769E-002  -8.6120872166196502E-003  0.17947901848156131       0.19058854133595043     
           8  -1.3604427635673988E-002  -6.8152321709440931E-003  0.15966135247049629       0.13924169266387820     
           9  -1.4801840602066638E-002  -6.8152321709440931E-003  0.15966135247049629       0.13804427969748556     
          10  -2.5002715744950294E-002  -6.5221547731937422E-003  0.15619064790308751       0.12466577738494347     
          11  -3.0103083564077321E-003  -6.5221547731937422E-003  0.15619064790308751       0.14665818477348602     
          12  -5.8340583593353024E-003  -5.9705027647438680E-003  0.14943933560161343       0.13763477447753425     
          13  -1.3860662663296547E-002  -6.5579806359149055E-003  0.15661903405471977       0.13620039075550833     
          14  -9.1890004025598632E-003  -6.5579806359149055E-003  0.15661903405471977       0.14087205301624500     
          15  -6.0960656164498091E-003  -7.1026145059181643E-003  0.16299286670244839       0.14979418658008042     
          16  -1.9134274308717763E-002  -7.1026145059181643E-003  0.16299286670244839       0.13675597788781246     
          17  -2.4789909817841752E-002  -6.9582631577399506E-003  0.16132805611330570       0.12957988313772401     
          18  -1.5030962425778387E-002  -6.9582631577399506E-003  0.16132805611330570       0.13933883052978735     
          19  -4.7733926784932238E-003  -7.2995691852774987E-003  0.16523730030463282       0.15316433844086211     
          20   9.4558804172780193E-003  -7.2995691852774987E-003  0.16523730030463282       0.16739361153663335     
          21  -1.5376306174620958E-002  -6.6826212198792499E-003  0.15810037456910866       0.13604144717460845     
          22  -3.9773724884423645E-003  -6.5877728318984845E-003  0.15697438259168234       0.14640923727134147     
          23   4.3365928377776001E-003  -6.5877728318984845E-003  0.15697438259168234       0.15472320259756145     
          24  -7.8057833418602243E-003  -6.5444314419838409E-003  0.15645715809053110       0.14210694330668702     
          25   9.2931881971746889E-003  -6.8710629509573353E-003  0.16031399613553513       0.16273612138175247     
          26   3.3542346817539369E-003  -6.8710629509573353E-003  0.16031399613553513       0.15679716786633172     
          27   3.6020958446815491E-003  -7.4830112404256728E-003  0.16730066797010024       0.16341975257435612     
          28  -1.7026708506350425E-003  -7.2719062647358217E-003  0.16492390611611632       0.15594932900074546     
          29  -1.5071873152888647E-002  -7.6450142461457890E-003  0.16910195388322388       0.14638506648418945     
          30  -3.1937147019648602E-003  -7.8547270127687831E-003  0.17140560688651738       0.16035716517178372     
          31  -1.4359925931374159E-002  -7.8547270127687831E-003  0.17140560688651738       0.14919095394237444     
          32  -1.2441395491254238E-002  -7.0874785424562547E-003  0.16281910182870740       0.14329022779499689     
          33  -2.5498925981263909E-002  -7.2207958999157768E-003  0.16434330288180599       0.13162358100062629     
          34   9.2130080317138884E-003  -7.1011714472724186E-003  0.16297630799624993       0.16508814458069140     
          35  -1.5741490543976319E-002  -6.2245783346060327E-003  0.15258591437183439       0.13061984549325203     
          36  -1.1971545115013884E-002  -6.7548348519558135E-003  0.15895231005095953       0.14022593008398984     
          37  -4.7464181774268289E-003  -6.9357360740589140E-003  0.16106669801703591       0.14938454376555016     
          38  -6.0749412772694395E-003  -6.6570726419692416E-003  0.15779786544553595       0.14506585152629728     
          39  -1.8308358796146895E-002  -6.6570726419692416E-003  0.15779786544553595       0.13283243400741981     
          40  -6.9843449059590803E-003  -6.6570726419692416E-003  0.15779786544553595       0.14415644789760762     
          41  -8.2956507415225308E-003  -6.6570726419692416E-003  0.15779786544553595       0.14284514206204418     
          42   1.0201340442941205E-003  -7.0859071138338649E-003  0.16280105078424195       0.15673527771470222     
          43  -2.2441341097361243E-003  -6.4113213294313010E-003  0.15485785810360095       0.14620240266443352     
          44  -5.8127703200792835E-003  -6.2519213487205964E-003  0.15292068299469502       0.14085599132589516     
          45  -1.3055947618270517E-003  -6.2519213487205964E-003  0.15292068299469502       0.14536316688414738     
          46  -1.0572127336559293E-002  -6.2519213487205964E-003  0.15292068299469502       0.13609663430941513     
          47  -1.0579078869549185E-002  -6.5014898556768870E-003  0.15594301290541338       0.13886244418018731     
          48   2.6938166825795334E-002  -7.1452964918392939E-003  0.16348187247620255       0.18327474281015860     
          49   1.4213594471542938E-002  -7.0285821710787226E-003  0.16214118376977604       0.16932619607024027     
          50   8.1751195204122131E-003  -6.2647805897050506E-003  0.15307786937587961       0.15498820830658677     
          51  -2.1097646099083522E-003  -6.5374344820664345E-003  0.15637349786461582       0.14772629877264104     
          52   3.9048845582851754E-003  -6.5374344820664345E-003  0.15637349786461582       0.15374094794083457     
          53  -3.8476891307487348E-003  -6.5374344820664345E-003  0.15637349786461582       0.14598837425180067     
          54  -6.2787917002217163E-003  -6.7028064761381709E-003  0.15833897034071295       0.14535737216435307     
          55  -8.7047309470415536E-003  -7.3797534722338763E-003  0.16614237070409196       0.15005788628481653     
          56  -1.5889869977536487E-002  -7.0068518651409985E-003  0.16189034334620417       0.13899362150352668     
          57  -1.9222164456056220E-002  -8.3558744429151673E-003  0.17678907721229931       0.14921103831332791     
          58  -1.3059752429430572E-002  -8.3558744429151673E-003  0.17678907721229931       0.15537345033995356     
          59   2.0407826308774191E-002  -8.3462640307852137E-003  0.17668738200908080       0.18874894428706979     
          60  -1.1995378227407594E-002  -7.6970712216817934E-003  0.16967670766405268       0.14998425821496331     
          61  -1.4710163836511898E-002  -7.6970712216817934E-003  0.16967670766405268       0.14726947260585899     
          62  -5.9113330720010904E-003  -7.6970712216817934E-003  0.16967670766405268       0.15606830337036981     
          63  -1.3520812869323032E-002  -6.7015024292178304E-003  0.15832356698010433       0.13810125168156345     
          64  -1.9057493532984762E-002  -6.5644919183238861E-003  0.15669676665346388       0.13107478120215524     
          65  -4.3684202726674594E-003  -7.2953384444140691E-003  0.16518940860690520       0.15352564988982367     
          66   1.6847094734942294E-003  -6.8786139481220891E-003  0.16040206097656065       0.15520815650193279     
          67   9.9984027753274966E-003  -7.8523654515969300E-003  0.17137983799251888       0.17352587531624944     
          68   1.2176693929603298E-002  -7.8523654515969300E-003  0.17137983799251888       0.17570416647052525     
          69   1.3687253978753405E-002  -7.8523654515969300E-003  0.17137983799251888       0.17721472651967535     
          70  -5.1634036236741683E-003  -7.4275113553651595E-003  0.16667909677299911       0.15408818179395978     
          71  -4.8510429218527216E-003  -6.7077144263694823E-003  0.15839692946460041       0.14683817211637820     
          72  -6.4959269185438009E-003  -5.9968281759368155E-003  0.14976843057879802       0.13727567548431741     
          73  -6.0713017573880050E-003  -6.1354862694038932E-003  0.15149000168451263       0.13928321365772073     
          74   5.0117997646267664E-003  -5.8905991244876518E-003  0.14843598898832258       0.14755718962846170     
          75  -9.2324337508026075E-003  -5.8905991244876518E-003  0.14843598898832258       0.13331295611303232     
          76  -1.7643169916236132E-003  -6.5121376916755271E-003  0.15607065875008913       0.14779420406679000     
          77  -1.9443664410292574E-002  -6.2416686347182664E-003  0.15279524192947372       0.12710990888446289     
          78   4.3551283868073325E-003  -6.3894329194264451E-003  0.15459328781431284       0.15255898328169373     
          79   4.1455618804401182E-003  -6.3894329194264451E-003  0.15459328781431284       0.15234941677532651     
          80  -5.7818233756316596E-003  -5.8953349531307283E-003  0.14849564558352929       0.13681848725476689     
          81  -1.3610481915277356E-002  -5.8953349531307283E-003  0.14849564558352929       0.12898982871512121     
          82  -1.2593328224948555E-002  -6.0363734769868114E-003  0.15026143334191444       0.13163173163997907     
          83   1.5368619881018404E-003  -6.5259930021567625E-003  0.15623659953379157       0.15124746851973664     
          84  -5.7672158323294675E-003  -6.5195266337981245E-003  0.15615917577692739       0.14387243331079980     
          85   1.8229121758646114E-003  -6.5769356183672575E-003  0.15684521411944233       0.15209119067693969     
          86  -1.0001767063139360E-002  -6.5769356183672575E-003  0.15684521411944233       0.14026651143793573     
          87  -7.5877246685916444E-003  -6.5769356183672575E-003  0.15684521411944233       0.14268055383248343     
          88  -6.1104309535950224E-003  -6.2227617503848049E-003  0.15256364737028458       0.14023045466630474     
          89  -1.6649784542413205E-002  -6.2227617503848049E-003  0.15256364737028458       0.12969110107748658     
          90   4.0757437261146169E-003  -6.2227617503848049E-003  0.15256364737028458       0.15041662934601438     
          91  -8.6578879691132319E-003  -6.0418828431204868E-003  0.15032998911044523       0.13563021829821151     
          92  -1.3541744200144645E-002  -5.8576369034883573E-003  0.14802010227967613       0.12862072117604312     
          93   2.4243436860283412E-003  -5.8576369034883573E-003  0.14802010227967613       0.14458680906221610     
          94  -1.9949624555585296E-002  -6.3054927933388523E-003  0.15357445860591107       0.12731934125698691     
          95  -5.3912477777857846E-003  -6.3054927933388523E-003  0.15357445860591107       0.14187771803478644     
          96  -1.3126156062576557E-002  -7.0561916247836092E-003  0.16245933057186204       0.14227698288450188     
          97  -1.4642315144630134E-002  -7.5027574791010606E-003  0.16752125980937163       0.14537618718564044     
          98  -1.2843778708400635E-002  -8.0567486989490886E-003  0.17359586849916492       0.15269534109181521     
          99  -1.8695843140310534E-002  -8.0733453410222929E-003  0.17377457745367816       0.14700538897234533     
         100  -1.7543787416251511E-002  -7.8985566866277106E-003  0.17188316649828314       0.14644082239540393     
         101  -3.8647819928155089E-003  -7.8985566866277106E-003  0.17188316649828314       0.16011982781883993     
