 SAMPLE,  P POTENTIAL,  P TAIL,  P DYNAMIC,  P
           1   9.9369580121338430      -0.95160188638090659        1.8866316822814291        10.871987808034365     
           2   10.322612576154349      -0.95623608713886232        1.8912199515611703        11.257596440576657     
           3   10.172877981469272      -0.95623608713886232        1.8912199515611703        11.107861845891581     
           4   10.662503976883247      -0.96877666042237509        1.9035807739962793        11.597308090457151     
           5   10.988682684410465      -0.96877666042237509        1.9035807739962793        11.923486797984371     
           6   10.787554286480500      -0.96625843510122578        1.9011050927108717        11.722400944090145     
           7   11.437825009189567      -0.97688203307868038        1.9115274421563804        12.372470418267266     
           8   10.366049594954760      -0.95341833798711884        1.8884314587291893        11.301062715696830     
           9   11.371132703367287      -0.96960619438612849        1.9043955887432362        12.305922097724395     
          10   10.068487138172152      -0.95025860856349531        1.8852996307700318        11.003528160378689     
          11   10.504365982451546      -0.95906182517779992        1.8940122274536340        11.439316384727380     
          12   10.331013241376093      -0.95906182517779992        1.8940122274536340        11.265963643651927     
          13   9.1295619194688502      -0.93155422705198210        1.8666528020902999        10.064660494507168     
          14   10.999216833000562      -0.96013682980102277        1.8950734216399399        11.934153424839479     
          15   11.017343297398112      -0.96013682980102277        1.8950734216399399        11.952279889237030     
          16   11.250229654610376      -0.97080687392265319        1.9055743463615100        12.184997127049233     
          17   9.7786363259941620      -0.94319076878219987        1.8782752979359698        10.713720855147931     
          18   10.396655052569393      -0.95735176969500868        1.8923229145424088        11.331626197416792     
          19   11.037533092586420      -0.97192123815784703        1.9066677125740559        11.972279567002628     
          20   10.587376884830499      -0.97192123815784703        1.9066677125740559        11.522123359246708     
          21   10.507855952770340      -0.96382998918005136        1.8987146166553839        11.442740580245673     
          22   11.068085218196924      -0.96697077319429969        1.9018057231169825        12.002920168119607     
          23   10.750357594653517      -0.96173790696112860        1.8966528292972009        11.685272516989590     
          24   10.751168001407938      -0.96173790696112860        1.8966528292972009        11.686082923744012     
          25   10.436631760967945      -0.95778163940550387        1.8927477119030407        11.371597833465483     
          26   10.420820526291314      -0.95778163940550387        1.8927477119030407        11.355786598788852     
          27   10.022200936766099      -0.95778163940550387        1.8927477119030407        10.957167009263637     
          28   10.343853091400725      -0.95778163940550387        1.8927477119030407        11.278819163898262     
          29   10.965783322355650      -0.97236896923036209        1.9071068305057959        11.900521183631085     
          30   11.222587121728187      -0.97236896923036209        1.9071068305057959        12.157324983003623     
          31   10.548097952720367      -0.95928216450851156        1.8942297845541176        11.483045572765972     
          32   10.601503961207888      -0.95928216450851156        1.8942297845541176        11.536451581253493     
          33   11.367369828398314      -0.97365703607059717        1.9083695549341118        12.302082347261829     
          34   11.523134575536995      -0.97365703607059717        1.9083695549341118        12.457847094400510     
          35   11.292018098153832      -0.97365703607059717        1.9083695549341118        12.226730617017347     
          36   10.074234782707062      -0.95483487124951438        1.8898337986080271        11.009233710065574     
          37   10.457411777292025      -0.95428077147815427        1.8892853747548208        11.392416380568690     
          38   10.532936681971488      -0.96479524769411484        1.8996651431138851        11.467806577391260     
          39   11.084190418775950      -0.97641221881691420        1.9110677290965983        12.018845929055633     
          40   11.177511728290527      -0.97641221881691420        1.9110677290965983        12.112167238570212     
          41   10.262640759887871      -0.95389173009205064        1.8889002233662240        11.197649253162044     
          42   10.504951948947960      -0.95389173009205064        1.8889002233662240        11.439960442222134     
          43   10.659696278343514      -0.95389173009205064        1.8889002233662240        11.594704771617687     
          44   11.108053445321069      -0.96088819591667862        1.8958147823758855        12.042980031780274     
          45   11.835295706960730      -0.97089477240707289        1.9056606113593679        12.770061545913025     
          46   10.846182235094776      -0.96024748520761627        1.8951826217413581        11.781117371628518     
          47   10.961255079290954      -0.96179296036129891        1.8967071141975760        11.896169233127232     
          48   10.915576800708143      -0.96179296036129891        1.8967071141975760        11.850490954544419     
          49   9.8216018004698213      -0.94263016986537318        1.8777170250821533        10.756688655686602     
          50   9.4752761106137537      -0.94114143032586528        1.8762336563762791        10.410368336664167     
          51   11.022158549733055      -0.95964333980019600        1.8945863452386942        11.957101555171553     
          52   10.225324975465377      -0.94593213793267639        1.8810029062577327        11.160395743790433     
          53   10.413913636832460      -0.94593213793267639        1.8810029062577327        11.348984405157516     
          54   10.436367171925585      -0.94593213793267639        1.8810029062577327        11.371437940250642     
          55   10.206499898855363      -0.94593213793267639        1.8810029062577327        11.141570667180419     
          56   11.372592350809166      -0.96444826412547335        1.8993235100741221        12.307467596757816     
          57   11.167093863175028      -0.96661002713312416        1.9014509383901210        12.101934774432026     
          58   10.182178929969419      -0.94630527534529796        1.8813738648746283        11.117247519498751     
          59   11.253567323494238      -0.96449858709930025        1.8993730608712391        12.188441797266178     
